-0.06647559	-0.08363083	-0.0029018486	-0.30975753	-0.008937705	0.07080948	0.0874026	-0.22750616	-0.011226486	-0.2985661	0.08111026	0.15011944	-0.08514827	-0.19793044	-0.077027164	-0.3370161
0.040373147	-0.07762388	0.049332604	-0.0077356966	0.023019396	0.09114827	-0.035498217	0.030750155	-0.04309345	0.010624983	0.08402584	0.08531531	0.020012205	0.04129581	0.040368475	-0.10657296
-0.29908103	0.36463198	-0.3793262	-0.30386153	-0.35592085	-0.43189424	0.36615175	-0.36404657	0.3915882	-0.31706074	-0.41222954	-0.3374934	-0.3213015	-0.3499867	-0.37026367	0.41031936
0.4530226	-0.53476864	0.5294225	0.33980876	0.48502442	0.616989	-0.4736482	0.43027222	-0.53134197	0.35675123	0.58172315	0.55159384	0.4431967	0.4732182	0.49399903	-0.6592686
0.621325	-0.66952175	0.67940056	0.58790994	0.65866923	0.718233	-0.65725005	0.63425267	-0.68064606	0.5937548	0.70917106	0.6516571	0.62727386	0.640694	0.69069624	-0.7546872
0.9904801	-1.0883853	1.0865496	0.87143785	1.1007062	1.1748403	-1.044685	0.9440372	-1.1231657	0.8772987	1.1713467	1.0809773	0.99355185	0.9885621	1.0701671	-1.2599223
-0.73505014	0.7757511	-0.79232067	-0.7271806	-0.81245273	-0.88171804	0.7572215	-0.7508133	0.8255231	-0.7242651	-0.8195431	-0.7492784	-0.7709909	-0.7770194	-0.78959244	0.8224615
0.054983564	-0.035642434	0.05750269	0.02942576	0.044765286	0.07084629	-0.046302557	0.07095706	-0.054868173	0.07211993	0.057035998	0.05723966	0.04002346	0.07131074	0.05760831	-0.06235664
-0.015538563	0.02772966	0.018358767	-0.024294019	-0.027820647	0.009272179	-0.008893474	0.004193034	0.0074177347	-0.030113483	0.018333182	-0.00056994846	-0.0040691523	-0.016335202	-0.007805846	-0.020356754
0.26616225	-0.28874853	0.33102715	0.25839096	0.3136133	0.3565679	-0.28147295	0.28602886	-0.30714196	0.28677037	0.33112752	0.29009905	0.28831562	0.2729015	0.3110023	-0.36082834
-0.08762952	0.058583684	-0.09803379	-0.070293084	-0.07129092	-0.04302218	0.059617985	-0.09375572	0.091901645	-0.093823895	-0.08259802	-0.07847594	-0.06967245	-0.09111308	-0.077560596	0.03886531
-0.73561245	0.737515	-0.75128543	-0.72491735	-0.7788202	-0.8425144	0.7428275	-0.7072841	0.80288583	-0.7439102	-0.7779724	-0.7502634	-0.73349917	-0.76359195	-0.7710206	0.80094784
0.21046963	-0.23154946	0.21382558	0.20001633	0.22875473	0.2598333	-0.21908489	0.19340494	-0.21261372	0.1890099	0.24584407	0.24197592	0.22529268	0.19462627	0.24436507	-0.26230893
-0.05800221	0.058295056	-0.043203626	-0.083208725	-0.048146594	-0.02802604	0.071816884	-0.056197025	0.088030264	-0.09735531	-0.05893705	-0.07894565	-0.04436038	-0.048300855	-0.064991005	0.046622794
0.0073508415	-0.002928875	0.014203243	0.011590743	-0.0019297594	0.014528096	0.0149987135	-0.019611537	0.0005846186	-0.005311076	0.03204788	0.019142725	-0.017342402	-0.00536367	0.010871702	-0.01238005
-0.024795352	0.03668605	-0.010392813	-0.04666466	-0.03803611	-0.058096256	0.020538853	-0.048459854	0.046771947	-0.027611757	-0.018409394	-0.045763005	-0.014975431	-0.04691178	-0.054297484	0.054675117
